2018-06-14 07:00:00,2684
2018-06-14 07:01:00,2700
2018-06-14 07:02:00,2520
2018-06-14 07:03:00,2683
2018-06-14 07:04:00,2642
2018-06-14 07:05:00,2603
2018-06-14 07:06:00,2463
2018-06-14 07:07:00,2305
2018-06-14 07:08:00,2379
2018-06-14 07:09:00,2415
2018-06-14 07:10:00,2573
2018-06-14 07:11:00,2446
2018-06-14 07:12:00,2470
2018-06-14 07:13:00,2533
2018-06-14 07:14:00,2497
2018-06-14 07:15:00,2407
2018-06-14 07:16:00,2405
2018-06-14 07:17:00,2472
2018-06-14 07:18:00,2421
2018-06-14 07:19:00,2460
2018-06-14 07:20:00,2578
2018-06-14 07:21:00,2389
2018-06-14 07:22:00,2245
2018-06-14 07:23:00,2274
2018-06-14 07:24:00,2300
2018-06-14 07:25:00,2181
2018-06-14 07:26:00,2255
2018-06-14 07:27:00,2183
2018-06-14 07:28:00,2434
2018-06-14 07:29:00,2474
2018-06-14 07:30:00,2417
2018-06-14 07:31:00,2360
2018-06-14 07:32:00,2341
2018-06-14 07:33:00,2382
2018-06-14 07:34:00,2304
2018-06-14 07:35:00,2215
2018-06-14 07:36:00,2102
2018-06-14 07:37:00,1996
2018-06-14 07:38:00,2116
2018-06-14 07:39:00,2139
2018-06-14 07:40:00,2289
2018-06-14 07:41:00,2183
2018-06-14 07:42:00,2047
2018-06-14 07:43:00,2291
2018-06-14 07:44:00,2143
2018-06-14 07:45:00,2156
2018-06-14 07:46:00,2181
2018-06-14 07:47:00,2096
2018-06-14 07:48:00,2226
2018-06-14 07:49:00,2170
2018-06-14 07:50:00,2024
2018-06-14 07:51:00,1989
2018-06-14 07:52:00,2081
2018-06-14 07:53:00,2042
2018-06-14 07:54:00,1998
2018-06-14 07:55:00,1960
2018-06-14 07:56:00,1921
2018-06-14 07:57:00,1919
2018-06-14 07:58:00,2000
2018-06-14 07:59:00,2122
2018-06-14 08:00:00,2042
2018-06-14 08:01:00,2248
2018-06-14 08:02:00,2089
2018-06-14 08:03:00,2049
2018-06-14 08:04:00,2031
2018-06-14 08:05:00,2062
2018-06-14 08:06:00,1932
2018-06-14 08:07:00,1888
2018-06-14 08:08:00,1841
2018-06-14 08:09:00,1916
2018-06-14 08:10:00,2102
2018-06-14 08:11:00,1960
2018-06-14 08:12:00,1948
2018-06-14 08:13:00,1944
2018-06-14 08:14:00,1937
2018-06-14 08:15:00,1949
2018-06-14 08:16:00,1957
2018-06-14 08:17:00,1958
2018-06-14 08:18:00,1987
2018-06-14 08:19:00,1969
2018-06-14 08:20:00,2050
2018-06-14 08:21:00,1985
2018-06-14 08:22:00,1860
2018-06-14 08:23:00,1933
2018-06-14 08:24:00,1883
2018-06-14 08:25:00,1775
2018-06-14 08:26:00,1882
2018-06-14 08:27:00,1820
2018-06-14 08:28:00,1873
2018-06-14 08:29:00,1930
2018-06-14 08:30:00,2050
2018-06-14 08:31:00,1949
2018-06-14 08:32:00,1972
2018-06-14 08:33:00,1862
2018-06-14 08:34:00,1922
2018-06-14 08:35:00,1927
2018-06-14 08:36:00,1866
2018-06-14 08:37:00,1869
2018-06-14 08:38:00,1857
2018-06-14 08:39:00,1873
2018-06-14 08:40:00,2003
2018-06-14 08:41:00,1904
2018-06-14 08:42:00,1962
2018-06-14 08:43:00,1997
2018-06-14 08:44:00,2027
2018-06-14 08:45:00,1916
2018-06-14 08:46:00,1941
2018-06-14 08:47:00,1950
2018-06-14 08:48:00,1886
2018-06-14 08:49:00,1941
2018-06-14 08:50:00,1951
2018-06-14 08:51:00,1905
2018-06-14 08:52:00,1960
2018-06-14 08:53:00,1941
2018-06-14 08:54:00,1797
2018-06-14 08:55:00,1768
2018-06-14 08:56:00,1741
2018-06-14 08:57:00,1826
2018-06-14 08:58:00,1931
2018-06-14 08:59:00,1996
2018-06-14 09:00:00,2109
2018-06-14 09:01:00,2107
2018-06-14 09:02:00,2186
2018-06-14 09:03:00,2010
2018-06-14 09:04:00,2042
2018-06-14 09:05:00,1884
2018-06-14 09:06:00,1825
2018-06-14 09:07:00,1850
2018-06-14 09:08:00,1821
2018-06-14 09:09:00,1855
2018-06-14 09:10:00,1994
2018-06-14 09:11:00,1823
2018-06-14 09:12:00,1857
2018-06-14 09:13:00,1959
2018-06-14 09:14:00,1910
2018-06-14 09:15:00,1981
2018-06-14 09:16:00,1906
2018-06-14 09:17:00,1875
2018-06-14 09:18:00,1978
2018-06-14 09:19:00,1968
2018-06-14 09:20:00,2076
2018-06-14 09:21:00,2014
2018-06-14 09:22:00,1953
2018-06-14 09:23:00,1937
2018-06-14 09:24:00,1759
2018-06-14 09:25:00,1838
2018-06-14 09:26:00,1900
2018-06-14 09:27:00,2011
2018-06-14 09:28:00,2094
2018-06-14 09:29:00,2058
2018-06-14 09:30:00,2205
2018-06-14 09:31:00,2184
2018-06-14 09:32:00,2183
2018-06-14 09:33:00,2174
2018-06-14 09:34:00,2104
2018-06-14 09:35:00,2060
2018-06-14 09:36:00,2036
2018-06-14 09:37:00,2093
2018-06-14 09:38:00,2152
2018-06-14 09:39:00,2022
2018-06-14 09:40:00,2260
2018-06-14 09:41:00,2160
2018-06-14 09:42:00,2079
2018-06-14 09:43:00,2226
2018-06-14 09:44:00,2233
2018-06-14 09:45:00,2325
2018-06-14 09:46:00,2350
2018-06-14 09:47:00,2246
2018-06-14 09:48:00,2235
2018-06-14 09:49:00,2275
2018-06-14 09:50:00,2263
2018-06-14 09:51:00,2329
2018-06-14 09:52:00,2186
2018-06-14 09:53:00,2255
2018-06-14 09:54:00,2213
2018-06-14 09:55:00,2222
2018-06-14 09:56:00,2342
2018-06-14 09:57:00,2312
2018-06-14 09:58:00,2361
2018-06-14 09:59:00,2403
2018-06-14 10:00:00,2542
2018-06-14 10:01:00,2592
2018-06-14 10:02:00,2559
2018-06-14 10:03:00,2459
2018-06-14 10:04:00,2500
2018-06-14 10:05:00,2341
2018-06-14 10:06:00,2280
2018-06-14 10:07:00,2415
2018-06-14 10:08:00,2393
2018-06-14 10:09:00,2445
2018-06-14 10:10:00,2617
2018-06-14 10:11:00,2535
2018-06-14 10:12:00,2490
2018-06-14 10:13:00,2585
2018-06-14 10:14:00,2730
2018-06-14 10:15:00,2726
2018-06-14 10:16:00,2703
2018-06-14 10:17:00,2815
